"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN"
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-04-08","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-04-09","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-04-10","7.1","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-04-11","1.3","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-04-12","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-04-13","1.8",,,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-04-14","20.6",,,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-04-15","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-04-16","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-04-17","0.8","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-04-18","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-04-19","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-04-20","0.3","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-04-21","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-04-22","2.3","10.0","10.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-04-23","0.3","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-04-24","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-04-25","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-04-26","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-04-27","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-04-28","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-04-29","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-04-30","1.5","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-05-01","11.7","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-05-02","1.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-05-03","1.8","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-05-04","2.0",,,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-05-05","0.8","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-05-06","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-05-07","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-05-08","2.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-05-09","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-05-10","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-05-11","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-05-12","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-05-13","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-05-14","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-05-15","0.5","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-05-16","15.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-05-17","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-05-19","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-05-20","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-05-21","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-05-22","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-05-23","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-05-24","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-05-25","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-05-26","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-05-27","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-05-28","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-05-29","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-05-30","0.3","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-05-31","7.9","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-06-01","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-06-02","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-06-03","0.5","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-06-04","0.3","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-06-05","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-06-06","8.1","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-06-07","3.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-06-08","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-06-09","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-06-10","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-06-11","1.5","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-06-12","0.5","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-06-14",,,"0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-06-15","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-06-16","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-06-17","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-06-18","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-06-19","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-06-20","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-06-21","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-06-22","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-06-23","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-06-24","13.5","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-06-25","0.3",,,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-06-26","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-06-29",,,,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-06-30","0.3",,,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-07-01","0.3",,,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-07-02","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-07-03","1.3",,,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-07-04","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-07-05","0.0",,,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-07-06","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-07-07","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-07-08","13.7",,,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-07-09","0.3",,,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-07-10","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-07-11","0.3",,,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-07-12","8.4",,,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-07-13","3.6",,,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-07-14","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-07-15","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-07-16","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-07-17","5.3",,,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-07-18","26.4",,,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-07-19","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-07-20","5.8",,,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-07-21","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-07-22","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-07-23","0.0",,,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-07-24","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-07-25","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-07-26","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-07-27","9.9",,,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-07-28","6.1",,,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-07-29","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-07-30","6.1",,,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-07-31","0.0",,,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-08-01","0.3",,,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-08-02","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-08-03","41.4",,,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-08-04","0.8",,,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-08-05","65.3",,,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-08-06","1.5",,,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-08-08",,,,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-08-09","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-08-10","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-08-11","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-08-12","6.9",,,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-08-13","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-08-20",,,,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-08-21","6.6",,,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-08-22","2.8",,,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-08-23","0.0",,,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-08-24","2.5",,,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-08-25","9.9",,,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-08-26","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-08-27","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-08-28","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-08-29","0.5",,,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-08-30","36.6",,,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-08-31","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-09-01","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-09-02","4.8",,,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-09-03","6.1",,,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-09-04","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-09-07",,,,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-09-08","5.8",,,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-09-09","5.8",,,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-09-10","0.3",,,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-09-11","0.5",,,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-09-12","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-09-13","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-09-14","16.8","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-09-15","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-09-16","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-09-17","0.5","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-09-18","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-09-19","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-09-20","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-09-21","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-09-22","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-09-23","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-09-24","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-09-25","0.5","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-09-26","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-09-27","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-09-28","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-09-29","2.8","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-09-30","55.6","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-10-01","5.8","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-10-02","0.3","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-10-03","5.1","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-10-04","0.5","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-10-05","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-10-06","0.3","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-10-07","0.5","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-10-08","10.9","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-10-09","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-10-10","0.3","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-10-11","6.9","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-10-12","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-10-13","0.3","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-10-14","15.2","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-10-15","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-10-16","10.2","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-10-17","5.1","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-10-18","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-10-19","0.0","0.0",,,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-10-20","18.8","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-10-21","4.3","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-10-22","17.8","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-10-23","0.0","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-10-24","2.3","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-10-25","4.3","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-10-26","0.5","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-10-27","11.2","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-10-28","0.0","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-10-29","0.0","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-10-30","0.0","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-10-31","0.0","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-11-01","0.0","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-11-02","2.8","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-11-03","2.5","30.0","30.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-11-04","0.0","0.0","13.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-11-05","0.0","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-11-06","0.0","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-11-07","0.0","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-11-08","0.0","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-11-10","0.0","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-11-11","0.0","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-11-12","0.5","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-11-13","0.0","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-11-14","0.8","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-11-15","0.0","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-11-16","10.4","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-11-17","0.3","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-11-18","0.0","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-11-19","0.0","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-11-20","0.0","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-11-21","0.0","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-11-22","0.0","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-11-23","26.2","76.0","23.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-11-24","1.5","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-11-25","0.5","3.0","3.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-11-26","13.2","66.0","46.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-11-27","0.5","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-11-28","0.0","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-11-29","0.0","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-11-30","0.0","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-12-01","16.3","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-12-02","6.9","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-12-03","0.0","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-12-04","0.3","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-12-05","4.3","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-12-06","0.0","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-12-07","0.0","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-12-08","0.0","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-12-09","0.0","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-12-10","3.3","41.0","41.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-12-11","0.0","0.0","20.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-12-12","0.0","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-12-13","2.8","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-12-14","0.0","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-12-15","0.5","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-12-16","0.0","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-12-17","0.0","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-12-18","0.0","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-12-19","0.0","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-12-20","0.0","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-12-21","4.3","36.0","36.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-12-22","0.5","10.0","20.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-12-23","0.8","10.0","20.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-12-24","1.5","20.0","30.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-12-25","9.4","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-12-26","13.5","5.0","5.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-12-27","0.3","3.0","10.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-12-28","0.0","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-12-29","1.5","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-12-30","0.0","0.0","0.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2020-12-31","14.2","71.0","51.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2021-01-01","0.0","0.0","51.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2021-01-02","6.1","56.0","104.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2021-01-03","6.9","71.0","170.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2021-01-04","0.0","0.0","165.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2021-01-05","0.0","0.0","165.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2021-01-06","0.0","0.0","165.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2021-01-07","0.0","0.0","160.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2021-01-08","0.0","0.0","160.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2021-01-09","0.0","0.0","160.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2021-01-10","0.0","0.0","135.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2021-01-11","0.0","0.0","135.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2021-01-12","2.8","41.0","170.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2021-01-13","0.0","0.0","170.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2021-01-14","0.3","0.0","160.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2021-01-15","0.0","0.0","160.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2021-01-16","2.8","36.0","191.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2021-01-17","21.1","150.0","356.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2021-01-18","2.3","15.0","325.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2021-01-19","0.0","0.0","320.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2021-01-20","1.0","15.0","330.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2021-01-21","0.0","0.0","325.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2021-01-22","4.8","56.0","351.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2021-01-23","0.0","0.0","325.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2021-01-24","0.0","0.0","325.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2021-01-25","0.0","0.0","320.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2021-01-26","0.0","0.0","320.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2021-01-27","2.3","51.0","371.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2021-01-28","1.3","41.0","411.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2021-01-29","0.5","10.0","391.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2021-01-30","0.0","0.0","391.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2021-01-31","0.0","0.0","391.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2021-02-01","0.0","0.0","381.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2021-02-02","0.0","0.0","381.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2021-02-03","15.2","119.0","450.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2021-02-04","1.0","23.0","445.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2021-02-05","0.0","0.0","439.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2021-02-06","4.6","46.0","465.0",,,
"CA1QC000051","BELOEIL 0.7 NW, QC CA","2021-02-07","0.5","5.0","439.0",,,
